COUNTY,Main ID,area,lon,lat,pwcr_per_day,PD_E,pv_kw,Annual_elec_demand,total_supplied,utilisation_1,utilisation_2,cost,tier3_hh
Wajir,1,9900,40.94246191,2.01694795,2539.999596835579,0.2942250267136511,0.7632865055202115,70.61400641127626,1043.3458971878538,6.089229459427041,96.05966020550187,326.295554625439,3.0
Wajir,2,9900,40.94256157,2.114009849,3253.919961251172,0.36003880729579396,0.9326143424641177,86.40931375099055,906.3736244150659,6.095450257629924,70.03248554494523,399.2830372910355,2.0
Mandera,3,9900,40.94263238,2.21107241,11206.153348636626,1.036555706457704,2.684286114957238,248.77336954984895,2244.3246855749994,6.083481752010067,60.96599709111836,1149.5402784615937,6.0
Mandera,4,9900,40.94272046,2.308133492,14135.51585438881,1.2746544326041411,3.312284619806762,305.9170638249939,2153.82470765,6.050075537634457,48.645941270578625,1413.5917657579926,6.0
Wajir,5,9900,40.94266496,1.628698501,0.0,,,0.0,0.0,,,,0.0
Wajir,6,9900,40.9426522,1.725759044,0.0,,,0.0,0.0,,,,0.0
Wajir,7,9900,40.94255661,1.822820973,0.0,,,0.0,0.0,,,,0.0
Wajir,8,9900,40.94245352,1.919882851,1934.2844347371938,0.2366345470255083,0.6104457247169501,56.79229128612199,636.3059858257197,6.106258095120615,74.5213279740052,262.4277126512887,2.0
Mandera,9,10000,40.94284429,2.79344058,28461.17503917861,2.4077753150610124,6.023053819156257,614.2500687167629,5903.684261028523,6.447372183336574,68.41439770321259,2670.222824402663,16.0
Mandera,10,10000,40.94316901,2.890506335,35265.75404190067,2.9357332666028886,7.444582148623208,875.9710377830922,3853.7235664875,7.5031418143991475,40.51226333287532,3255.7281926626033,11.0
Mandera,11,10000,40.94316901,2.987568535,36409.49106982034,3.0240536613336277,7.756927297879618,911.3978148179085,3838.6380717750003,7.499813359432041,39.08763222914753,3353.6755104189933,11.0
Mandera,12,10000,40.94316901,3.084630735,40673.18544777056,3.3524055873102125,8.649086844157377,1130.1244621075111,2270.4426593375,8.34992932683461,25.125104435198065,3717.817796327026,6.0
Mandera,13,10000,40.94278032,2.405194845,13848.654522191471,1.2514815103328236,3.2545717357498867,300.3555624798777,1844.4014317375002,6.021080801821436,42.99489263935193,1387.8929949591013,5.0
Mandera,14,10000,40.94281639,2.502256905,14456.111915925972,0.6603638499627374,1.6816292142848333,158.487323991057,1494.2486562750003,6.080060049402581,63.40402344349563,732.3435096086758,4.0
Mandera,15,10000,40.94277583,2.599319735,21507.44009655991,0.946298340756109,2.3477734787942817,229.9392184555879,2093.245471853859,6.230825927989137,62.9529816666894,1049.4448598985248,6.0
Mandera,16,10000,40.94279685,2.696382126,25855.05850093284,2.2042256386054344,5.486374921894301,542.5452399545351,4188.579900962499,6.284004106137527,54.79802903563307,2444.4862332134267,11.0
Mandera,17,10000,40.94316901,3.569941735,55536.065803239835,4.4882946438792235,10.573911446517455,3079.6713177707516,2041.3091140335132,17.895637964027017,29.757465122860136,4977.518760062059,6.0
Mandera,18,10000,40.94316901,3.667003935,56196.76838394096,4.538534684746322,10.700098451428556,3088.529089148862,1292.4898741378158,17.631507305135045,25.009953160716755,5033.234965383671,4.0
Mandera,19,10000,40.94316901,3.764066135,57157.88937768202,4.611585890057132,10.858302500644204,3323.8037288301534,1289.8820411474771,18.538110583383865,25.73227060881018,5114.248752073359,4.0
Mandera,20,10000,40.94316901,3.861128335,56758.04801792702,4.581200110824515,10.765341906021083,3381.824686706401,1958.911562266573,18.946408379368943,29.921057237916425,5080.550922904387,5.0
Mandera,21,10000,40.94316901,3.181692935,44704.82075985886,3.661735190539598,9.452636923932696,1288.7591909356706,975.3161203999999,8.709529022119613,15.300786811868262,4060.864326308414,3.0
Mandera,22,10000,40.94316901,3.278755135,43891.98137665825,1.8304034328637226,4.574990325132957,706.3258067400152,585.1577527162501,9.74099231978269,17.810946894114636,2029.9174070458685,2.0
Mandera,23,10000,40.94316901,3.375817335,52065.31338520828,2.1484211246359575,5.260847871667838,1309.619998393866,2056.1571733716073,15.660111685979,40.247130071782756,2382.5990272212766,6.0
Mandera,24,10000,40.94316901,3.472879535,53370.26630679598,4.323473450002615,10.316264790487686,2718.067833008068,3315.89092599167,16.411875027943424,36.43344580067893,4794.7320560529,9.0
Mandera,25,10000,40.94316901,3.958190535,56035.99325129437,4.526310996542136,10.969177191588336,3357.629843067797,1520.2858189036717,18.699269903514505,27.16602657023243,5019.67889516523,4.0
Mandera,26,10000,40.94316901,4.055252735,55535.71991490829,4.488268337543298,11.191476507598082,3260.5430133887985,1999.9117182536784,18.035490835045728,29.0978780869092,4977.489586335518,5.0
Mandera,27,4100,40.93170035,4.129481224,55113.5828629701,0.38357964363925473,0.9830509585738291,273.81620241252614,1295.390254594606,17.449342066483837,99.99999999999999,425.3898247959335,4.0
Garissa,28,10000,40.94316901,-1.089043865,0.0,,,0.0,0.0,,,,0.0
Garissa,29,10000,40.94316901,-0.991981665,0.0,,,0.0,0.0,,,,0.0
Garissa,30,10000,40.94316901,-0.894919465,0.0,,,0.0,0.0,,,,0.0
Garissa,31,10000,40.94274801,-0.797857255,0.0,,,0.0,0.0,,,,0.0
Garissa,32,10000,40.94316901,-1.477292665,0.0,,,0.0,0.0,,,,0.0
Garissa,33,10000,40.94316901,-1.380230465,0.0,,,0.0,0.0,,,,0.0
Garissa,34,10000,40.94316901,-1.283168265,0.0,,,0.0,0.0,,,,0.0
Garissa,35,10000,40.94316901,-1.186106065,0.0,,,0.0,0.0,,,,0.0
Garissa,36,10000,40.94275455,-0.312546253,0.0,,,0.0,0.0,,,,0.0
Garissa,37,10000,40.94275608,-0.215484053,0.0,,,0.0,0.0,,,,0.0
Garissa,38,10000,40.94275761,-0.118421853,0.0,,,0.0,0.0,,,,0.0
Garissa,39,10000,40.94275913,-0.021359654,0.0,,,0.0,0.0,,,,0.0
Garissa,40,10000,40.94274931,-0.700795055,0.0,,,0.0,0.0,,,,0.0
Garissa,41,10000,40.94275061,-0.603732855,0.0,,,0.0,0.0,,,,0.0
Garissa,42,10000,40.94275191,-0.506670655,0.0,,,0.0,0.0,,,,0.0
Garissa,43,10000,40.94275321,-0.409608455,0.0,,,0.0,0.0,,,,0.0
Wajir,44,9900,40.94266407,0.463950825,0.0,,,0.0,0.0,,,,0.0
Wajir,45,9900,40.94261425,0.561013005,0.0,,,0.0,0.0,,,,0.0
Wajir,46,9900,40.94256261,0.658075125,0.0,,,0.0,0.0,,,,0.0
Wajir,47,9900,40.94233785,0.755135306,0.0,,,0.0,0.0,,,,0.0
Garissa,48,10000,40.94275951,0.075702535,0.0,,,0.0,0.0,,,,0.0
Garissa,49,10000,40.94275951,0.172764735,0.0,,,0.0,0.0,,,,0.0
Garissa,50,10000,40.94275951,0.269826935,0.0,,,0.0,0.0,,,,0.0
Garissa,51,10000,40.94272262,0.366888662,0.0,,,0.0,0.0,,,,0.0
Wajir,52,9900,40.94255083,1.240448807,0.0,,,0.0,0.0,,,,0.0
Wajir,53,9900,40.94254354,1.337511135,0.0,,,0.0,0.0,,,,0.0
Wajir,54,9900,40.94254354,1.434573335,0.0,,,0.0,0.0,,,,0.0
Wajir,55,9900,40.94258081,1.53163651,0.0,,,0.0,0.0,,,,0.0
Wajir,56,9800,40.9421708,0.85219662,0.0,,,0.0,0.0,,,,0.0
Wajir,57,9800,40.94198982,0.949257749,0.0,,,0.0,0.0,,,,0.0
Wajir,58,9900,40.94257237,1.046324414,0.0,,,0.0,0.0,,,,0.0
Wajir,59,9900,40.94256165,1.14338661,0.0,,,0.0,0.0,,,,0.0
Garissa,61,10000,40.85911068,-1.719948165,0.0,,,0.0,0.0,,,,0.0
Garissa,62,10000,40.85911068,-1.622885965,0.0,,,0.0,0.0,,,,0.0
Garissa,63,10000,40.85911068,-1.525823765,0.0,,,0.0,0.0,,,,0.0
Lamu,64,7000,40.85416021,-2.19450526,0.0,,,0.0,0.0,,,,0.0
Lamu,65,9700,40.85829913,-2.109685111,0.0,,,0.0,0.0,,,,0.0
Lamu,66,6900,40.85362764,-2.01642892,0.0,,,0.0,0.0,,,,0.0
Lamu,67,9800,40.859547,-1.913098171,0.0,,,0.0,0.0,,,,0.0
Garissa,68,10000,40.85911068,-1.040512765,0.0,,,0.0,0.0,,,,0.0
Garissa,69,10000,40.85911068,-0.943450565,0.0,,,0.0,0.0,,,,0.0
Garissa,70,10000,40.85911068,-0.846388365,0.0,,,0.0,0.0,,,,0.0
Garissa,71,10000,40.85911068,-0.749326165,0.0,,,0.0,0.0,,,,0.0
Garissa,72,10000,40.85911068,-1.428761565,0.0,,,0.0,0.0,,,,0.0
Garissa,73,10000,40.85911068,-1.331699365,0.0,,,0.0,0.0,,,,0.0
Garissa,74,10000,40.85911068,-1.234637165,0.0,,,0.0,0.0,,,,0.0
Garissa,75,10000,40.85911068,-1.137574965,0.0,,,0.0,0.0,,,,0.0
Garissa,76,10000,40.85911068,-0.264015165,0.0,,,0.0,0.0,,,,0.0
Garissa,77,10000,40.85911068,-0.166952965,0.0,,,0.0,0.0,,,,0.0
Garissa,78,10000,40.85911068,-0.069890765,0.0,,,0.0,0.0,,,,0.0
Garissa,79,10000,40.85911068,0.027171435,0.0,,,0.0,0.0,,,,0.0
Garissa,80,10000,40.85911068,-0.652263965,0.0,,,0.0,0.0,,,,0.0
Garissa,81,10000,40.85911068,-0.555201765,0.0,,,0.0,0.0,,,,0.0
Garissa,82,10000,40.85911068,-0.458139565,0.0,,,0.0,0.0,,,,0.0
Garissa,83,10000,40.85911068,-0.361077365,0.0,,,0.0,0.0,,,,0.0
Wajir,84,10000,40.85911068,0.512482435,0.0,,,0.0,0.0,,,,0.0
Wajir,85,10000,40.85911068,0.609544635,0.0,,,0.0,0.0,,,,0.0
Wajir,86,10000,40.85911068,0.706606835,0.0,,,0.0,0.0,,,,0.0
Wajir,87,10000,40.85911068,0.803669035,0.0,,,0.0,0.0,,,,0.0
Garissa,88,10000,40.85911068,0.124233635,0.0,,,0.0,0.0,,,,0.0
Garissa,89,10000,40.85911068,0.221295835,0.0,,,0.0,0.0,,,,0.0
Garissa,90,10000,40.85911068,0.318358035,0.0,,,0.0,0.0,,,,0.0
Wajir,91,10000,40.85911068,0.415420235,0.0,,,0.0,0.0,,,,0.0
Lamu,92,400,40.81633651,-2.386385691,0.0,,,0.0,0.0,,,,0.0
Lamu,93,4600,40.85653078,-2.287563109,0.0,,,0.0,0.0,,,,0.0
Mandera,94,10000,40.85911068,4.006721635,55395.238939795396,4.477583713928837,11.04917584327315,3273.505520136561,1498.4912827859716,18.294720957416228,26.66937611136459,4965.64033874708,4.0
Mandera,95,10000,40.85911068,4.103783835,54842.696968622724,4.4355505121101,11.07927067762424,3108.8064838364135,5191.650509942872,17.424101071180036,46.52203421105702,4919.025517930101,14.0
